Datum,Filial_ID,Artikel,Verkauf_Ist,Forecast
2024-04-17,FR04,Artikel_002,30,26
2024-04-17,FR04,Artikel_018,25,23
2024-04-17,FR04,Artikel_011,31,28
2024-04-17,FR04,Artikel_006,19,23
2024-04-17,FR04,Artikel_008,35,32
2024-04-17,FR05,Artikel_007,32,31
2024-04-17,FR05,Artikel_014,32,39
2024-04-17,FR05,Artikel_015,38,40
2024-04-17,FR05,Artikel_005,39,41
2024-04-17,FR05,Artikel_011,37,41
2024-04-17,FR06,Artikel_016,33,36
2024-04-17,FR06,Artikel_006,36,34
2024-04-17,FR06,Artikel_020,28,27
2024-04-17,FR06,Artikel_005,21,22
2024-04-17,FR06,Artikel_008,26,28
2024-04-17,FR07,Artikel_008,35,42
2024-04-17,FR07,Artikel_017,30,32
2024-04-17,FR07,Artikel_001,37,41
2024-04-17,FR07,Artikel_005,34,35
2024-04-17,FR07,Artikel_010,31,36
2024-04-17,FR08,Artikel_006,33,34
2024-04-17,FR08,Artikel_003,41,44
2024-04-17,FR08,Artikel_008,38,41
2024-04-17,FR08,Artikel_016,30,28
2024-04-17,FR08,Artikel_019,33,35
2024-04-17,FR09,Artikel_018,31,35
2024-04-17,FR09,Artikel_005,29,29
2024-04-17,FR09,Artikel_007,33,30
2024-04-17,FR09,Artikel_017,26,25
2024-04-17,FR09,Artikel_006,37,34
2024-04-17,BE00,Artikel_016,25,26
2024-04-17,BE00,Artikel_012,27,28
2024-04-17,BE00,Artikel_010,26,27
2024-04-17,BE00,Artikel_008,27,27
2024-04-17,BE00,Artikel_001,36,40
2024-04-17,BE01,Artikel_014,30,30
2024-04-17,BE01,Artikel_004,28,32
2024-04-17,BE01,Artikel_012,29,29
2024-04-17,BE01,Artikel_001,36,35
2024-04-17,BE01,Artikel_016,35,33
2024-04-17,BE02,Artikel_015,28,32
2024-04-17,BE02,Artikel_013,20,21
2024-04-17,BE02,Artikel_019,26,29
2024-04-17,BE02,Artikel_010,33,34
2024-04-17,BE02,Artikel_008,26,26
2024-04-17,BE03,Artikel_003,28,27
2024-04-17,BE03,Artikel_013,26,23
2024-04-17,BE03,Artikel_002,29,33
2024-04-17,BE03,Artikel_015,29,32
2024-04-17,BE03,Artikel_006,30,31
2024-04-17,BE04,Artikel_019,28,34
2024-04-17,BE04,Artikel_002,25,27
2024-04-17,BE04,Artikel_007,35,37
2024-04-17,BE04,Artikel_013,28,29
2024-04-17,BE04,Artikel_017,36,34
2024-04-17,BE05,Artikel_001,28,30
2024-04-17,BE05,Artikel_007,25,27
2024-04-17,BE05,Artikel_005,36,39
2024-04-17,BE05,Artikel_003,37,45
2024-04-17,BE05,Artikel_013,25,25
2024-04-17,BE06,Artikel_005,29,26
2024-04-17,BE06,Artikel_006,25,23
2024-04-17,BE06,Artikel_017,31,36
2024-04-17,BE06,Artikel_019,36,39
2024-04-17,BE06,Artikel_016,40,39
2024-04-17,BE07,Artikel_001,32,31
2024-04-17,BE07,Artikel_003,26,30
2024-04-17,BE07,Artikel_010,35,38
2024-04-17,BE07,Artikel_004,38,40
2024-04-17,BE07,Artikel_013,36,34
2024-04-17,BE08,Artikel_018,33,35
2024-04-17,BE08,Artikel_020,25,25
2024-04-17,BE08,Artikel_007,25,29
2024-04-17,BE08,Artikel_010,33,36
2024-04-17,BE08,Artikel_005,20,23
2024-04-17,BE09,Artikel_016,29,31
2024-04-17,BE09,Artikel_018,27,28
2024-04-17,BE09,Artikel_011,31,33
2024-04-17,BE09,Artikel_010,23,26
2024-04-17,BE09,Artikel_014,25,28
2024-04-17,NI00,Artikel_009,28,23
2024-04-17,NI00,Artikel_001,27,29
2024-04-17,NI00,Artikel_020,29,30
2024-04-17,NI00,Artikel_015,24,26
2024-04-17,NI00,Artikel_011,34,36
2024-04-17,NI01,Artikel_011,29,31
2024-04-17,NI01,Artikel_004,34,37
2024-04-17,NI01,Artikel_010,29,28
2024-04-17,NI01,Artikel_016,35,35
2024-04-17,NI01,Artikel_002,28,33
2024-04-17,NI02,Artikel_004,35,35
2024-04-17,NI02,Artikel_020,32,32
2024-04-17,NI02,Artikel_008,26,21
2024-04-17,NI02,Artikel_009,23,24
2024-04-17,NI02,Artikel_019,20,22
2024-04-17,NI03,Artikel_020,30,36
2024-04-17,NI03,Artikel_002,27,25
2024-04-17,NI03,Artikel_006,35,38
2024-04-17,NI03,Artikel_009,26,26
2024-04-17,NI03,Artikel_008,32,29
2024-04-17,NI04,Artikel_015,40,40
2024-04-17,NI04,Artikel_017,36,40
2024-04-17,NI04,Artikel_003,26,27
2024-04-17,NI04,Artikel_010,31,32
2024-04-17,NI04,Artikel_004,34,34
2024-04-17,NI05,Artikel_020,29,27
2024-04-17,NI05,Artikel_003,29,28
2024-04-17,NI05,Artikel_016,44,38
2024-04-17,NI05,Artikel_019,31,35
2024-04-17,NI05,Artikel_001,34,38
2024-04-17,NI06,Artikel_017,30,33
2024-04-17,NI06,Artikel_013,29,32
2024-04-17,NI06,Artikel_010,40,45
2024-04-17,NI06,Artikel_002,23,26
2024-04-17,NI06,Artikel_011,26,27
2024-04-17,NI07,Artikel_012,31,36
2024-04-17,NI07,Artikel_017,27,30
2024-04-17,NI07,Artikel_019,35,36
2024-04-17,NI07,Artikel_014,19,20
2024-04-17,NI07,Artikel_011,29,33
2024-04-17,NI08,Artikel_020,39,43
2024-04-17,NI08,Artikel_003,32,31
2024-04-17,NI08,Artikel_008,31,32
2024-04-17,NI08,Artikel_019,30,31
2024-04-17,NI08,Artikel_001,32,33
2024-04-17,NI09,Artikel_007,33,38
2024-04-17,NI09,Artikel_020,22,25
2024-04-17,NI09,Artikel_001,38,40
2024-04-17,NI09,Artikel_004,21,24
2024-04-17,NI09,Artikel_009,32,38
2024-04-17,PO00,Artikel_001,25,26
2024-04-17,PO00,Artikel_012,28,27
2024-04-17,PO00,Artikel_009,27,24
2024-04-17,PO00,Artikel_003,33,33
2024-04-17,PO00,Artikel_014,42,46
2024-04-17,PO01,Artikel_005,23,24
2024-04-17,PO01,Artikel_014,26,29
2024-04-17,PO01,Artikel_011,26,22
2024-04-17,PO01,Artikel_015,29,30
2024-04-17,PO01,Artikel_017,41,45
2024-04-17,PO02,Artikel_011,27,28
2024-04-17,PO02,Artikel_020,34,31
2024-04-17,PO02,Artikel_009,41,43
2024-04-17,PO02,Artikel_002,35,34
2024-04-17,PO02,Artikel_003,24,20
2024-04-17,PO03,Artikel_015,32,39
2024-04-17,PO03,Artikel_005,30,29
2024-04-17,PO03,Artikel_018,42,38
2024-04-17,PO03,Artikel_001,31,37
2024-04-17,PO03,Artikel_014,36,36
2024-04-17,PO04,Artikel_009,33,34
2024-04-17,PO04,Artikel_006,25,25
2024-04-17,PO04,Artikel_005,34,37
2024-04-17,PO04,Artikel_015,34,39
2024-04-17,PO04,Artikel_011,26,28
2024-04-17,PO05,Artikel_003,30,29
2024-04-17,PO05,Artikel_013,21,21
2024-04-17,PO05,Artikel_012,29,29
2024-04-17,PO05,Artikel_017,30,28
2024-04-17,PO05,Artikel_006,43,44
2024-04-17,PO06,Artikel_016,35,31
2024-04-17,PO06,Artikel_006,25,24
2024-04-17,PO06,Artikel_020,24,21
2024-04-17,PO06,Artikel_014,29,27
2024-04-17,PO06,Artikel_004,23,23
2024-04-17,PO07,Artikel_005,24,26
2024-04-17,PO07,Artikel_016,24,21
2024-04-17,PO07,Artikel_018,24,26
2024-04-17,PO07,Artikel_009,30,33
2024-04-17,PO07,Artikel_011,24,25
2024-04-17,PO08,Artikel_018,29,30
2024-04-17,PO08,Artikel_002,40,36
2024-04-17,PO08,Artikel_016,32,36
2024-04-17,PO08,Artikel_001,23,27
2024-04-17,PO08,Artikel_012,34,32
2024-04-17,PO09,Artikel_011,25,28
2024-04-17,PO09,Artikel_007,24,19
2024-04-17,PO09,Artikel_010,27,27
2024-04-17,PO09,Artikel_015,30,31
2024-04-17,PO09,Artikel_017,43,46
2024-04-17,TS00,Artikel_005,36,39
2024-04-17,TS00,Artikel_014,26,28
2024-04-17,TS00,Artikel_020,34,34
2024-04-17,TS00,Artikel_011,39,42
2024-04-17,TS00,Artikel_015,31,30
2024-04-17,TS01,Artikel_018,30,26
2024-04-17,TS01,Artikel_002,38,39
2024-04-17,TS01,Artikel_019,30,36
2024-04-17,TS01,Artikel_020,32,32
2024-04-17,TS01,Artikel_005,20,19
2024-04-17,TS02,Artikel_004,33,31
2024-04-17,TS02,Artikel_006,31,31
2024-04-17,TS02,Artikel_017,33,29
2024-04-17,TS02,Artikel_011,30,33
2024-04-17,TS02,Artikel_012,38,41
2024-04-17,TS03,Artikel_017,31,32
2024-04-17,TS03,Artikel_002,21,18
2024-04-17,TS03,Artikel_009,32,38
2024-04-17,TS03,Artikel_011,28,31
2024-04-17,TS03,Artikel_001,35,38
2024-04-17,TS04,Artikel_016,23,23
2024-04-17,TS04,Artikel_019,31,36
2024-04-17,TS04,Artikel_003,39,43
2024-04-17,TS04,Artikel_001,22,21
2024-04-17,TS04,Artikel_008,23,27
2024-04-17,TS05,Artikel_008,31,34
2024-04-17,TS05,Artikel_003,33,40
2024-04-17,TS05,Artikel_009,30,33
2024-04-17,TS05,Artikel_019,34,35
2024-04-17,TS05,Artikel_012,33,34
2024-04-17,TS06,Artikel_019,28,28
2024-04-17,TS06,Artikel_011,26,21
2024-04-17,TS06,Artikel_020,36,41
2024-04-17,TS06,Artikel_018,35,38
2024-04-17,TS06,Artikel_004,21,16
2024-04-17,TS07,Artikel_016,31,32
2024-04-17,TS07,Artikel_008,30,33
2024-04-17,TS07,Artikel_018,33,30
2024-04-17,TS07,Artikel_020,37,37
2024-04-17,TS07,Artikel_003,22,23
2024-04-17,TS08,Artikel_007,25,25
2024-04-17,TS08,Artikel_020,35,35
2024-04-17,TS08,Artikel_002,29,33
2024-04-17,TS08,Artikel_004,28,31
2024-04-17,TS08,Artikel_008,25,25
2024-04-17,TS09,Artikel_003,26,26
2024-04-17,TS09,Artikel_009,24,27
2024-04-17,TS09,Artikel_001,40,41
2024-04-17,TS09,Artikel_020,35,39
2024-04-17,TS09,Artikel_010,28,29
2024-04-17,DÄ00,Artikel_002,34,31
2024-04-17,DÄ00,Artikel_006,38,42
2024-04-17,DÄ00,Artikel_012,36,41
2024-04-17,DÄ00,Artikel_010,23,20
2024-04-17,DÄ00,Artikel_018,25,25
2024-04-17,DÄ01,Artikel_015,32,32
2024-04-17,DÄ01,Artikel_001,27,32
2024-04-17,DÄ01,Artikel_002,29,26
2024-04-17,DÄ01,Artikel_014,31,34
2024-04-17,DÄ01,Artikel_012,33,38
2024-04-17,DÄ02,Artikel_018,25,32
2024-04-17,DÄ02,Artikel_005,24,28
2024-04-17,DÄ02,Artikel_011,42,48
2024-04-17,DÄ02,Artikel_014,25,23
2024-04-17,DÄ02,Artikel_003,28,34
2024-04-17,DÄ03,Artikel_009,22,19
2024-04-17,DÄ03,Artikel_014,28,25
2024-04-17,DÄ03,Artikel_020,24,21
2024-04-17,DÄ03,Artikel_015,31,33
2024-04-17,DÄ03,Artikel_007,34,35
2024-04-17,DÄ04,Artikel_005,39,41
2024-04-17,DÄ04,Artikel_013,24,22
2024-04-17,DÄ04,Artikel_014,46,39
2024-04-17,DÄ04,Artikel_008,26,23
2024-04-17,DÄ04,Artikel_007,32,32
2024-04-17,DÄ05,Artikel_009,32,34
2024-04-17,DÄ05,Artikel_013,27,30
2024-04-17,DÄ05,Artikel_019,31,32
2024-04-17,DÄ05,Artikel_006,31,34
2024-04-17,DÄ05,Artikel_010,31,31
2024-04-17,DÄ06,Artikel_011,27,23
2024-04-17,DÄ06,Artikel_018,32,33
2024-04-17,DÄ06,Artikel_009,33,36
2024-04-17,DÄ06,Artikel_006,29,29
2024-04-17,DÄ06,Artikel_012,33,37
2024-04-17,DÄ07,Artikel_006,31,31
2024-04-17,DÄ07,Artikel_007,21,21
2024-04-17,DÄ07,Artikel_015,34,36
2024-04-17,DÄ07,Artikel_016,28,28
2024-04-17,DÄ07,Artikel_013,30,31
2024-04-17,DÄ08,Artikel_011,30,34
2024-04-17,DÄ08,Artikel_019,25,31
2024-04-17,DÄ08,Artikel_004,38,41
2024-04-17,DÄ08,Artikel_016,30,34
2024-04-17,DÄ08,Artikel_002,33,29
2024-04-17,DÄ09,Artikel_016,35,24
2024-04-17,DÄ09,Artikel_003,25,26
2024-04-17,DÄ09,Artikel_009,35,35
2024-04-17,DÄ09,Artikel_004,32,37
2024-04-17,DÄ09,Artikel_005,32,34
2024-04-17,LU00,Artikel_003,26,23
2024-04-17,LU00,Artikel_019,31,35
2024-04-17,LU00,Artikel_011,26,27
2024-04-17,LU00,Artikel_007,30,27
2024-04-17,LU00,Artikel_005,33,34
2024-04-17,LU01,Artikel_007,28,27
2024-04-17,LU01,Artikel_003,26,26
2024-04-17,LU01,Artikel_018,39,36
2024-04-17,LU01,Artikel_004,33,30
2024-04-17,LU01,Artikel_017,41,38
2024-04-17,LU02,Artikel_010,33,33
2024-04-17,LU02,Artikel_018,27,28
2024-04-17,LU02,Artikel_002,21,24
2024-04-17,LU02,Artikel_003,24,21
2024-04-17,LU02,Artikel_016,34,33
2024-04-17,LU03,Artikel_008,33,32
2024-04-17,LU03,Artikel_004,31,31
2024-04-17,LU03,Artikel_005,28,30
2024-04-17,LU03,Artikel_020,23,26
2024-04-17,LU03,Artikel_006,30,35
2024-04-17,LU04,Artikel_017,26,22
2024-04-17,LU04,Artikel_018,30,32
2024-04-17,LU04,Artikel_013,27,31
2024-04-17,LU04,Artikel_001,25,24
2024-04-17,LU04,Artikel_008,33,36
2024-04-17,LU05,Artikel_011,29,29
2024-04-17,LU05,Artikel_020,31,27
2024-04-17,LU05,Artikel_002,32,30
2024-04-17,LU05,Artikel_012,28,27
2024-04-17,LU05,Artikel_009,32,27
2024-04-17,LU06,Artikel_013,29,34
2024-04-17,LU06,Artikel_005,20,22
2024-04-17,LU06,Artikel_019,23,21
2024-04-17,LU06,Artikel_017,37,37
2024-04-17,LU06,Artikel_002,28,26
2024-04-17,LU07,Artikel_015,34,36
2024-04-17,LU07,Artikel_003,31,30
2024-04-17,LU07,Artikel_013,25,28
2024-04-17,LU07,Artikel_010,40,42
2024-04-17,LU07,Artikel_005,24,23
2024-04-17,LU08,Artikel_001,23,26
2024-04-17,LU08,Artikel_020,34,32
2024-04-17,LU08,Artikel_003,33,31
2024-04-17,LU08,Artikel_016,34,32
2024-04-17,LU08,Artikel_010,39,44
2024-04-17,LU09,Artikel_020,22,21
2024-04-17,LU09,Artikel_002,30,31
2024-04-17,LU09,Artikel_010,38,36
2024-04-17,LU09,Artikel_003,25,27
2024-04-17,LU09,Artikel_006,35,38
2024-04-18,DE00,Artikel_019,29,31
2024-04-18,DE00,Artikel_006,33,34
2024-04-18,DE00,Artikel_011,29,29
2024-04-18,DE00,Artikel_008,43,45
2024-04-18,DE00,Artikel_009,36,38
2024-04-18,DE01,Artikel_001,36,34
2024-04-18,DE01,Artikel_006,28,29
2024-04-18,DE01,Artikel_008,29,33
2024-04-18,DE01,Artikel_010,18,20
2024-04-18,DE01,Artikel_009,30,31
2024-04-18,DE02,Artikel_018,35,36
2024-04-18,DE02,Artikel_020,18,16
2024-04-18,DE02,Artikel_015,30,24
2024-04-18,DE02,Artikel_014,23,22
2024-04-18,DE02,Artikel_016,33,31
2024-04-18,DE03,Artikel_020,30,30
2024-04-18,DE03,Artikel_016,29,27
2024-04-18,DE03,Artikel_001,24,27
2024-04-18,DE03,Artikel_004,34,35
2024-04-18,DE03,Artikel_008,36,41
2024-04-18,DE04,Artikel_012,41,34
2024-04-18,DE04,Artikel_010,32,32
2024-04-18,DE04,Artikel_017,30,29
2024-04-18,DE04,Artikel_011,33,31
2024-04-18,DE04,Artikel_013,29,31
2024-04-18,DE05,Artikel_012,34,36
2024-04-18,DE05,Artikel_011,31,27
2024-04-18,DE05,Artikel_008,25,26
2024-04-18,DE05,Artikel_005,30,32
2024-04-18,DE05,Artikel_009,30,30
2024-04-18,DE06,Artikel_008,29,29
2024-04-18,DE06,Artikel_013,26,26
2024-04-18,DE06,Artikel_009,37,43
2024-04-18,DE06,Artikel_003,28,36
2024-04-18,DE06,Artikel_015,30,31
2024-04-18,DE07,Artikel_009,29,30
2024-04-18,DE07,Artikel_007,33,32
2024-04-18,DE07,Artikel_012,32,34
2024-04-18,DE07,Artikel_018,38,36
2024-04-18,DE07,Artikel_019,27,27
2024-04-18,DE08,Artikel_019,38,45
2024-04-18,DE08,Artikel_014,26,28
2024-04-18,DE08,Artikel_005,28,31
2024-04-18,DE08,Artikel_004,27,22
2024-04-18,DE08,Artikel_001,37,39
2024-04-18,DE09,Artikel_017,28,27
2024-04-18,DE09,Artikel_010,32,32
2024-04-18,DE09,Artikel_009,26,22
2024-04-18,DE09,Artikel_018,21,23
2024-04-18,DE09,Artikel_016,43,39
2024-04-18,ÖS00,Artikel_001,37,38
2024-04-18,ÖS00,Artikel_007,43,46
2024-04-18,ÖS00,Artikel_009,30,33
2024-04-18,ÖS00,Artikel_003,29,34
2024-04-18,ÖS00,Artikel_014,42,48
2024-04-18,ÖS01,Artikel_012,32,34
2024-04-18,ÖS01,Artikel_020,38,40
2024-04-18,ÖS01,Artikel_013,21,22
2024-04-18,ÖS01,Artikel_007,31,30
2024-04-18,ÖS01,Artikel_010,27,27
2024-04-18,ÖS02,Artikel_009,28,24
2024-04-18,ÖS02,Artikel_004,33,30
2024-04-18,ÖS02,Artikel_001,25,22
2024-04-18,ÖS02,Artikel_015,29,30
2024-04-18,ÖS02,Artikel_007,31,31
2024-04-18,ÖS03,Artikel_010,24,26
2024-04-18,ÖS03,Artikel_005,28,28
2024-04-18,ÖS03,Artikel_020,33,35
2024-04-18,ÖS03,Artikel_008,38,42
2024-04-18,ÖS03,Artikel_011,29,29
2024-04-18,ÖS04,Artikel_010,32,39
2024-04-18,ÖS04,Artikel_006,32,34
2024-04-18,ÖS04,Artikel_009,22,22
2024-04-18,ÖS04,Artikel_015,24,22
2024-04-18,ÖS04,Artikel_005,37,41
2024-04-18,ÖS05,Artikel_019,30,31
2024-04-18,ÖS05,Artikel_013,28,30
2024-04-18,ÖS05,Artikel_004,24,23
2024-04-18,ÖS05,Artikel_020,35,39
2024-04-18,ÖS05,Artikel_010,26,24
2024-04-18,ÖS06,Artikel_009,27,28
2024-04-18,ÖS06,Artikel_019,27,25
2024-04-18,ÖS06,Artikel_018,24,24
2024-04-18,ÖS06,Artikel_004,28,29
2024-04-18,ÖS06,Artikel_015,27,26
2024-04-18,ÖS07,Artikel_019,29,26
2024-04-18,ÖS07,Artikel_020,21,23
2024-04-18,ÖS07,Artikel_002,23,22
2024-04-18,ÖS07,Artikel_012,26,24
2024-04-18,ÖS07,Artikel_008,31,31
2024-04-18,ÖS08,Artikel_009,28,30
2024-04-18,ÖS08,Artikel_018,28,30
2024-04-18,ÖS08,Artikel_013,30,32
2024-04-18,ÖS08,Artikel_008,29,29
2024-04-18,ÖS08,Artikel_006,26,30
2024-04-18,ÖS09,Artikel_016,33,33
2024-04-18,ÖS09,Artikel_002,27,29
2024-04-18,ÖS09,Artikel_009,34,34
2024-04-18,ÖS09,Artikel_018,32,36
2024-04-18,ÖS09,Artikel_006,35,39
2024-04-18,SC00,Artikel_003,32,34
2024-04-18,SC00,Artikel_011,21,22
2024-04-18,SC00,Artikel_012,33,31
2024-04-18,SC00,Artikel_016,33,37
2024-04-18,SC00,Artikel_009,32,34
2024-04-18,SC01,Artikel_003,26,31
2024-04-18,SC01,Artikel_019,37,28
2024-04-18,SC01,Artikel_004,28,27
2024-04-18,SC01,Artikel_002,30,34
2024-04-18,SC01,Artikel_008,27,28
2024-04-18,SC02,Artikel_005,27,26
2024-04-18,SC02,Artikel_004,30,33
2024-04-18,SC02,Artikel_018,27,31
2024-04-18,SC02,Artikel_008,35,33
2024-04-18,SC02,Artikel_015,35,43
2024-04-18,SC03,Artikel_015,24,25
2024-04-18,SC03,Artikel_001,32,38
2024-04-18,SC03,Artikel_017,30,31
2024-04-18,SC03,Artikel_002,34,41
2024-04-18,SC03,Artikel_014,38,36
2024-04-18,SC04,Artikel_016,30,34
2024-04-18,SC04,Artikel_010,20,18
2024-04-18,SC04,Artikel_015,25,28
2024-04-18,SC04,Artikel_014,30,31
2024-04-18,SC04,Artikel_013,29,31
2024-04-18,SC05,Artikel_006,30,26
2024-04-18,SC05,Artikel_017,21,24
2024-04-18,SC05,Artikel_018,36,37
2024-04-18,SC05,Artikel_004,34,35
2024-04-18,SC05,Artikel_019,38,38
2024-04-18,SC06,Artikel_006,19,19
2024-04-18,SC06,Artikel_013,24,19
2024-04-18,SC06,Artikel_010,29,30
2024-04-18,SC06,Artikel_016,32,35
2024-04-18,SC06,Artikel_012,33,36
2024-04-18,SC07,Artikel_002,27,28
2024-04-18,SC07,Artikel_004,41,36
2024-04-18,SC07,Artikel_018,28,27
2024-04-18,SC07,Artikel_009,29,29
2024-04-18,SC07,Artikel_017,22,20
2024-04-18,SC08,Artikel_004,17,18
2024-04-18,SC08,Artikel_005,20,19
2024-04-18,SC08,Artikel_009,33,35
2024-04-18,SC08,Artikel_008,25,25
2024-04-18,SC08,Artikel_016,32,35
2024-04-18,SC09,Artikel_020,26,23
2024-04-18,SC09,Artikel_015,31,37
2024-04-18,SC09,Artikel_008,31,38
2024-04-18,SC09,Artikel_009,29,28
2024-04-18,SC09,Artikel_005,30,25
2024-04-18,FR00,Artikel_013,33,35
2024-04-18,FR00,Artikel_015,34,36
2024-04-18,FR00,Artikel_018,34,37
2024-04-18,FR00,Artikel_001,38,41
2024-04-18,FR00,Artikel_003,37,39
2024-04-18,FR01,Artikel_019,32,30
2024-04-18,FR01,Artikel_009,29,33
2024-04-18,FR01,Artikel_005,34,36
2024-04-18,FR01,Artikel_011,36,29
2024-04-18,FR01,Artikel_001,33,35
2024-04-18,FR02,Artikel_018,32,38
2024-04-18,FR02,Artikel_008,36,30
2024-04-18,FR02,Artikel_010,22,24
2024-04-18,FR02,Artikel_013,39,38
2024-04-18,FR02,Artikel_020,31,32
2024-04-18,FR03,Artikel_004,33,32
2024-04-18,FR03,Artikel_005,37,37
2024-04-18,FR03,Artikel_012,18,17
2024-04-18,FR03,Artikel_009,29,26
2024-04-18,FR03,Artikel_008,35,43
2024-04-18,FR04,Artikel_012,26,24
2024-04-18,FR04,Artikel_007,20,20
2024-04-18,FR04,Artikel_015,33,33
2024-04-18,FR04,Artikel_008,36,41
2024-04-18,FR04,Artikel_017,33,30
2024-04-18,FR05,Artikel_006,29,32
2024-04-18,FR05,Artikel_012,37,38
2024-04-18,FR05,Artikel_013,33,30
2024-04-18,FR05,Artikel_004,19,22
2024-04-18,FR05,Artikel_007,23,21
2024-04-18,FR06,Artikel_002,26,29
2024-04-18,FR06,Artikel_020,20,20
2024-04-18,FR06,Artikel_011,33,28
2024-04-18,FR06,Artikel_007,32,30
2024-04-18,FR06,Artikel_006,36,39
2024-04-18,FR07,Artikel_012,39,41
2024-04-18,FR07,Artikel_019,32,32
2024-04-18,FR07,Artikel_002,30,31
2024-04-18,FR07,Artikel_015,31,30
2024-04-18,FR07,Artikel_018,19,20
2024-04-18,FR08,Artikel_009,27,28
2024-04-18,FR08,Artikel_017,32,32
2024-04-18,FR08,Artikel_002,39,40
2024-04-18,FR08,Artikel_006,29,25
2024-04-18,FR08,Artikel_014,36,32
2024-04-18,FR09,Artikel_016,29,25
2024-04-18,FR09,Artikel_005,25,23
2024-04-18,FR09,Artikel_011,20,21
2024-04-18,FR09,Artikel_003,25,25
2024-04-18,FR09,Artikel_017,31,31
2024-04-18,BE00,Artikel_001,45,51
2024-04-18,BE00,Artikel_011,26,28
2024-04-18,BE00,Artikel_010,36,40
2024-04-18,BE00,Artikel_014,24,23
2024-04-18,BE00,Artikel_016,28,35
2024-04-18,BE01,Artikel_002,29,31
2024-04-18,BE01,Artikel_001,29,30
2024-04-18,BE01,Artikel_009,26,28
2024-04-18,BE01,Artikel_006,27,27
2024-04-18,BE01,Artikel_004,21,21
2024-04-18,BE02,Artikel_012,33,34
2024-04-18,BE02,Artikel_016,26,30
2024-04-18,BE02,Artikel_010,32,30
2024-04-18,BE02,Artikel_008,33,36
2024-04-18,BE02,Artikel_017,29,34
2024-04-18,BE03,Artikel_016,28,24
2024-04-18,BE03,Artikel_005,29,25
2024-04-18,BE03,Artikel_017,36,32
2024-04-18,BE03,Artikel_002,26,26
2024-04-18,BE03,Artikel_011,38,42
2024-04-18,BE04,Artikel_017,25,25
2024-04-18,BE04,Artikel_004,19,20
2024-04-18,BE04,Artikel_005,26,19
2024-04-18,BE04,Artikel_016,31,34
2024-04-18,BE04,Artikel_012,21,23
2024-04-18,BE05,Artikel_005,32,36
2024-04-18,BE05,Artikel_002,30,27
2024-04-18,BE05,Artikel_017,28,31
2024-04-18,BE05,Artikel_003,33,32
2024-04-18,BE05,Artikel_011,22,21
2024-04-18,BE06,Artikel_015,32,32
2024-04-18,BE06,Artikel_010,24,30
2024-04-18,BE06,Artikel_001,39,38
2024-04-18,BE06,Artikel_016,32,30
2024-04-18,BE06,Artikel_013,34,40
2024-04-18,BE07,Artikel_002,30,27
2024-04-18,BE07,Artikel_020,21,21
2024-04-18,BE07,Artikel_009,36,36
2024-04-18,BE07,Artikel_008,32,39
2024-04-18,BE07,Artikel_006,46,54
2024-04-18,BE08,Artikel_015,25,27
2024-04-18,BE08,Artikel_013,22,27
2024-04-18,BE08,Artikel_014,24,25
2024-04-18,BE08,Artikel_017,34,36
2024-04-18,BE08,Artikel_011,35,37
2024-04-18,BE09,Artikel_007,31,27
2024-04-18,BE09,Artikel_011,24,25
2024-04-18,BE09,Artikel_002,33,36
2024-04-18,BE09,Artikel_003,28,32
2024-04-18,BE09,Artikel_018,23,23
2024-04-18,NI00,Artikel_001,30,28
2024-04-18,NI00,Artikel_009,37,42
2024-04-18,NI00,Artikel_011,28,27
2024-04-18,NI00,Artikel_007,36,38
2024-04-18,NI00,Artikel_015,31,33
2024-04-18,NI01,Artikel_007,29,31
2024-04-18,NI01,Artikel_009,39,37
2024-04-18,NI01,Artikel_010,33,30
2024-04-18,NI01,Artikel_005,21,20
2024-04-18,NI01,Artikel_004,30,35
2024-04-18,NI02,Artikel_005,34,36
2024-04-18,NI02,Artikel_020,34,32
2024-04-18,NI02,Artikel_013,28,29
2024-04-18,NI02,Artikel_009,20,22
2024-04-18,NI02,Artikel_011,25,32
2024-04-18,NI03,Artikel_017,32,32
2024-04-18,NI03,Artikel_012,40,42
2024-04-18,NI03,Artikel_007,30,26
2024-04-18,NI03,Artikel_006,33,33
2024-04-18,NI03,Artikel_010,33,40
2024-04-18,NI04,Artikel_020,33,36
2024-04-18,NI04,Artikel_010,35,38
2024-04-18,NI04,Artikel_016,36,43
2024-04-18,NI04,Artikel_017,25,25
2024-04-18,NI04,Artikel_006,32,38
2024-04-18,NI05,Artikel_017,29,31
2024-04-18,NI05,Artikel_004,46,54
2024-04-18,NI05,Artikel_002,30,32
2024-04-18,NI05,Artikel_006,33,37
2024-04-18,NI05,Artikel_013,35,37
2024-04-18,NI06,Artikel_008,36,41
2024-04-18,NI06,Artikel_015,32,39
2024-04-18,NI06,Artikel_016,26,28
2024-04-18,NI06,Artikel_006,43,45
2024-04-18,NI06,Artikel_010,27,31
2024-04-18,NI07,Artikel_020,39,39
2024-04-18,NI07,Artikel_019,26,30
2024-04-18,NI07,Artikel_006,32,31
2024-04-18,NI07,Artikel_016,31,34
2024-04-18,NI07,Artikel_003,35,38
2024-04-18,NI08,Artikel_015,34,35
2024-04-18,NI08,Artikel_002,30,28
2024-04-18,NI08,Artikel_017,33,32
2024-04-18,NI08,Artikel_005,22,21
2024-04-18,NI08,Artikel_016,34,35
